Torneo;Fase y Grupo;Fecha;Estadio/Ciudad;Local;Goles L;Visita;Goles V;Observaciones;Resultado
Jap¢n y Corea del Sur 2002;Primera, Grupo H;10 de junio de 2002;Oita Stadium Big Eye, Oita;T£nez;1;BÇlgica;1;PT 1 a 1.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo A;11 de junio de 2002;Inchon Munhak Stadium, Inchon;Dinamarca;2;Francia;0;PT 1 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo A;11 de junio de 2002;Suwon WC Stadium, Suwon;Senegal;3;Uruguay;3;PT 3 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo E;11 de junio de 2002;Shizuoka Stadium Ecopa, Shizuoka;Camer£n;0;Alemania;2;PT 0 a 0.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo E;11 de junio de 2002;Estadio Internacional, Yokohama;Arabia Saudita;0;Irlanda;3;PT 0 a 1.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo B;12 de junio de 2002;Taejon WC Stadium, Taejon;Sud†frica;2;Espa§a;3;PT 1 a 2.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo B;12 de junio de 2002;Jeju WC Stadium, Seogwipo;Eslovenia;1;Paraguay;3;PT 1 a 0.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo F;12 de junio de 2002;Miyagi Stadium, Miyagi;Suecia;1;Argentina;1;PT 0 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo F;12 de junio de 2002;Osaka Nagai Stadium, Osaka;Nigeria;0;Inglaterra;0;PT 0 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo C;13 de junio de 2002;Suwon WC Stadium, Suwon;Costa Rica;2;Brasil;5;PT 1 a 3.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo C;13 de junio de 2002;Se£l WC Stadium, Se£l;Turqu°a;3;China;0;PT 2 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo G;13 de junio de 2002;Estadio Internacional, Yokohama;Ecuador;1;Croacia;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo G;13 de junio de 2002;Oita Stadium Big Eye, Oita;MÇxico;1;Italia;1;PT 1 a 0.;Empate
Jap¢n y Corea del Sur 2002;Primera, Grupo D;14 de junio de 2002;Taejon WC Stadium, Taejon;Polonia;3;Estados Unidos;1;PT 2 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo D;14 de junio de 2002;Inchon Munhak Stadium, Inchon;Portugal;0;Corea del Sur;1;PT 0 a 0.;Visita
Jap¢n y Corea del Sur 2002;Primera, Grupo H;14 de junio de 2002;Shizuoka Stadium Ecopa, Shizuoka;BÇlgica;3;Rusia;2;PT 1 a 0.;Local
Jap¢n y Corea del Sur 2002;Primera, Grupo H;14 de junio de 2002;Osaka Nagai Stadium, Osaka;T£nez;0;Jap¢n;2;PT 0 a 0.;Visita
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 1;15 de junio de 2002;Jeju WC Stadium, Seogwipo;Alemania;1;Paraguay;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 2;15 de junio de 2002;Niigata Stadium Big Swan, Niigata;Dinamarca;0;Inglaterra;3;PT 0 a 3.;Visita
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 3;16 de junio de 2002;Oita Stadium Big Eye, Oita;Suecia;1;Senegal;2;PT 1 a 1, ST 1 a 1. Suplementario.;Visita
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 4;16 de junio de 2002;Suwon WC Stadium, Suwon;Espa§a;4;Irlanda;3;PT 1 a 0, ST 1 a 1, Suplementario 1 a 1. Penales (3 a 2).;Local
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 5;17 de junio de 2002;Jeonju WC Stadium, Jeonju;MÇxico;0;Estados Unidos;2;PT 0 a 1.;Visita
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 6;17 de junio de 2002;Kobe Wing Stadium, Kobe;Brasil;2;BÇlgica;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 7;18 de junio de 2002;Miyagi Stadium, Miyagi;Jap¢n;0;Turqu°a;1;PT 0 a 1.;Visita
Jap¢n y Corea del Sur 2002;Octavos de Final, partido 8;18 de junio de 2002;Taejon WC Stadium, Taejon;Corea del Sur;2;Italia;1;PT 0 a 0, ST 1 a 1. Suplementario.;Local
Jap¢n y Corea del Sur 2002;Cuartos de Final, partido 1;21 de junio de 2002;Shizuoka Stadium Ecopa, Shizuoka;Inglaterra;1;Brasil;2;PT 1 a 1.;Visita
Jap¢n y Corea del Sur 2002;Cuartos de Final, partido 2;21 de junio de 2002;Munsu Football Stadium, Ulsan;Alemania;1;Estados Unidos;0;PT 1 a 0.;Local
Jap¢n y Corea del Sur 2002;Cuartos de Final, partido 3;22 de junio de 2002;Kwangju WC Stadium, Kwangju;Espa§a;3;Corea del Sur;5;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (3 a 5).;Visita
Jap¢n y Corea del Sur 2002;Cuartos de Final, partido 4;22 de junio de 2002;Osaka Nagai Stadium, Osaka;Senegal;0;Turqu°a;1;PT 0 a 0, ST 0 a 0. Suplementario.;Visita
Jap¢n y Corea del Sur 2002;Semifinal 1;25 de junio de 2002;Se£l WC Stadium, Se£l;Alemania;1;Corea del Sur;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Semifinal 2;26 de junio de 2002;Saitama Stadium 2002, Saitama;Brasil;1;Turqu°a;0;PT 0 a 0.;Local
Jap¢n y Corea del Sur 2002;Tercer y Cuarto Puesto;29 de junio de 2002;Taegu WC Stadium, Taegu;Corea del Sur;2;Turqu°a;3;PT 1 a 3.;Visita
Jap¢n y Corea del Sur 2002;Final;30 de junio de 2002;Estadio Internacional, Yokohama;Alemania;0;Brasil;2;PT 0 a 0.;Visita
Alemania, 2006;Primera, Grupo A;9 de junio de 2006;Estadio de la Copa del Mundo, MÅnich;Alemania;4;Costa Rica;2;PT 2 a 1.;Local
Alemania, 2006;Primera, Grupo A;9 de junio de 2006;Estadio de la Copa del Mundo, Gelsenkirchen;Polonia;0;Ecuador;2;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo B;10 de junio de 2006;Estadio de la Copa del Mundo, Frankfurt;Inglaterra;1;Paraguay;0;PT 1 a 0.;Local
Alemania, 2006;Primera, Grupo B;10 de junio de 2006;Estadio de la Copa del Mundo, Dortmund;Trinidad y Tobago;0;Suecia;0;PT 0 a 0.;Empate
Alemania, 2006;Primera, Grupo C;10 de junio de 2006;Estadio de la Copa del Mundo, Hamburgo;Argentina;2;Costa de Marfil;1;PT 2 a 0.;Local
Alemania, 2006;Primera, Grupo C;11 de junio de 2006;Zentralstadion, Leipzig;Serbia y Montenegro;0;Pa°ses Bajos ;1;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo D;11 de junio de 2006;Franken Stadion, NÅremberg;MÇxico;3;Ir†n;1;PT 1 a 1.;Local
Alemania, 2006;Primera, Grupo D;11 de junio de 2006;Estadio de la Copa del Mundo, Colonia;Angola;0;Portugal;1;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo E;12 de junio de 2006;Estadio de la Copa del Mundo, Hanover;Italia;2;Ghana;0;PT 1 a 0.;Local
Alemania, 2006;Primera, Grupo E;12 de junio de 2006;Estadio de la Copa del Mundo, Gelsenkirchen;Estados Unidos;0;Rep£blica Checa;3;PT 0 a 2.;Visita
Alemania, 2006;Primera, Grupo F;12 de junio de 2006;Fritz-Walter Stadion, Kaiserlautern;Australia;3;Jap¢n;1;PT 0 a 1.;Local
Alemania, 2006;Primera, Grupo F;13 de junio de 2006;Olympiastadion, Berl°n;Brasil;1;Croacia;0;PT 1 a 0.;Local
Alemania, 2006;Primera, Grupo G;13 de junio de 2006;Estadio de la Copa del Mundo, Frankfurt;Corea del Sur;2;Togo;1;PT 0 a 1.;Local
Alemania, 2006;Primera, Grupo G;13 de junio de 2006;Gottlieb Daimler Stadion, Stuttgart;Francia;0;Suiza;0;PT 0 a 0.;Empate
Alemania, 2006;Primera, Grupo A;14 de junio de 2006;Estadio de la Copa del Mundo, Dortmund;Alemania;1;Polonia;0;PT 0 a 0.;Local
Alemania, 2006;Primera, Grupo H;14 de junio de 2006;Zentralstadion, Leipzig;Espa§a;4;Ucrania;0;PT 2 a 0.;Local
Alemania, 2006;Primera, Grupo H;14 de junio de 2006;Estadio de la Copa del Mundo, MÅnich;T£nez;2;Arabia Saudita;2;PT 1 a 0.;Empate
Alemania, 2006;Primera, Grupo A;15 de junio de 2006;Estadio de la Copa del Mundo, Hamburgo;Ecuador;3;Costa Rica;0;PT 1 a 0.;Local
Alemania, 2006;Primera, Grupo B;15 de junio de 2006;Franken Stadion, NÅremberg;Inglaterra;2;Trinidad y Tobago;0;PT 0 a 0.;Local
Alemania, 2006;Primera, Grupo B;15 de junio de 2006;Olympiastadion, Berl°n;Suecia;1;Paraguay;0;PT 0 a 0.;Local
Alemania, 2006;Primera, Grupo C;16 de junio de 2006;Estadio de la Copa del Mundo, Gelsenkirchen;Argentina;6;Serbia y Montenegro;0;PT 3 a 0.;Local
Alemania, 2006;Primera, Grupo C;16 de junio de 2006;Gottlieb Daimler Stadion, Stuttgart;Pa°ses Bajos;2;Costa de Marfil;1;PT 2 a 1.;Local
Alemania, 2006;Primera, Grupo D;16 de junio de 2006;Estadio de la Copa del Mundo, Hanover;MÇxico;0;Angola;0;PT 0 a 0.;Empate
Alemania, 2006;Primera, Grupo D;17 de junio de 2006;Estadio de la Copa del Mundo, Frankfurt;Portugal;2;Ir†n;0;PT 0 a 0.;Local
Alemania, 2006;Primera, Grupo E;17 de junio de 2006;Fritz-Walter Stadion, Kaiserlautern;Italia;1;Estados Unidos;1;PT 1 a 1.;Empate
Alemania, 2006;Primera, Grupo E;17 de junio de 2006;Estadio de la Copa del Mundo, Colonia;Rep£blica Checa;0;Ghana;2;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo F;18 de junio de 2006;Estadio de la Copa del Mundo, MÅnich;Brasil;2;Australia;0;PT 0 a 0.;Local
Alemania, 2006;Primera, Grupo F;18 de junio de 2006;Franken Stadion, NÅremberg;Jap¢n;0;Croacia;0;PT 0 a 0.;Empate
Alemania, 2006;Primera, Grupo G;18 de junio de 2006;Zentralstadion, Leipzig;Francia;1;Corea del Sur;1;PT 1 a 0.;Empate
Alemania, 2006;Primera, Grupo G;19 de junio de 2006;Estadio de la Copa del Mundo, Dortmund;Togo;0;Suiza;2;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo H;19 de junio de 2006;Gottlieb Daimler Stadion, Stuttgart;Espa§a;3;T£nez;1;PT 0 a 1.;Local
Alemania, 2006;Primera, Grupo H;19 de junio de 2006;Estadio de la Copa del Mundo, Hamburgo;Arabia Saudita;0;Ucrania;4;PT 0 a 2.;Visita
Alemania, 2006;Primera, Grupo A;20 de junio de 2006;Olympiastadion, Berl°n;Ecuador;0;Alemania;3;PT 0 a 2.;Visita
Alemania, 2006;Primera, Grupo A;20 de junio de 2006;Estadio de la Copa del Mundo, Hanover;Costa Rica;1;Polonia;2;PT 1 a 1.;Visita
Alemania, 2006;Primera, Grupo B;20 de junio de 2006;Estadio de la Copa del Mundo, Colonia;Suecia;2;Inglaterra;2;PT 0 a 1.;Empate
Alemania, 2006;Primera, Grupo B;20 de junio de 2006;Fritz-Walter Stadion, Kaiserlautern;Paraguay;2;Trinidad y Tobago;0;PT 1 a 0.;Local
Alemania, 2006;Primera, Grupo C;21 de junio de 2006;Estadio de la Copa del Mundo, Frankfurt;Pa°ses Bajos;0;Argentina;0;PT 0 a 0.;Empate
Alemania, 2006;Primera, Grupo C;21 de junio de 2006;Estadio de la Copa del Mundo, MÅnich;Costa de Marfil;3;Serbia y Montenegro;2;PT 1 a 2.;Local
Alemania, 2006;Primera, Grupo D;21 de junio de 2006;Estadio de la Copa del Mundo, Gelsenkirchen;Portugal;2;MÇxico;1;PT 2 a 1.;Local
Alemania, 2006;Primera, Grupo D;21 de junio de 2006;Zentralstadion, Leipzig;Ir†n;1;Angola;1;PT 0 a 0.;Empate
Alemania, 2006;Primera, Grupo E;22 de junio de 2006;Estadio de la Copa del Mundo, Hamburgo;Rep£blica Checa;0;Italia;2;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo E;22 de junio de 2006;Franken Stadion, NÅremberg;Ghana;2;Estados Unidos;1;PT 2 a 1.;Local
Alemania, 2006;Primera, Grupo F;22 de junio de 2006;Gottlieb Daimler Stadion, Stuttgart;Croacia;2;Australia;2;PT 1 a 1.;Empate
Alemania, 2006;Primera, Grupo F;22 de junio de 2006;Estadio de la Copa del Mundo, Dortmund;Jap¢n;1;Brasil;4;PT 1 a 1.;Visita
Alemania, 2006;Primera, Grupo G;23 de junio de 2006;Estadio de la Copa del Mundo, Colonia;Togo;0;Francia;2;PT 0 a 0.;Visita
Alemania, 2006;Primera, Grupo G;23 de junio de 2006;Estadio de la Copa del Mundo, Hanover;Suiza;2;Corea del Sur;0;PT 1 a 0.;Local
Alemania, 2006;Primera, Grupo H;23 de junio de 2006;Fritz-Walter Stadion, Kaiserlautern;Arabia Saudita;0;Espa§a;1;PT 0 a 1.;Visita
Alemania, 2006;Primera, Grupo H;23 de junio de 2006;Olympiastadion, Berl°n;Ucrania;1;T£nez;0;PT 0 a 0.;Local
Alemania, 2006;Octavos de Final, partido 1;24 de junio de 2006;Estadio de la Copa del Mundo, MÅnich;Alemania;2;Suecia;0;PT 2 a 0.;Local
Alemania, 2006;Octavos de Final, partido 2;24 de junio de 2006;Zentralstadion, Leipzig;Argentina;2;MÇxico;1;PT 1 a 1, ST 1 a 1. Suplementario 2 a 1.;Local
Alemania, 2006;Octavos de Final, partido 3;25 de junio de 2006;Gottlieb Daimler Stadion, Stuttgart;Inglaterra;1;Ecuador;0;PT 0 a 0.;Local
Alemania, 2006;Octavos de Final, partido 4;25 de junio de 2006;Franken Stadion, NÅremberg;Portugal;1;Pa°ses Bajos ;0;PT 1 a 0.;Local
Alemania, 2006;Octavos de Final, partido 5;26 de junio de 2006;Fritz-Walter Stadion, Kaiserlautern;Italia;1;Australia;0;PT 0 a 0.;Local
Alemania, 2006;Octavos de Final, partido 6;26 de junio de 2006;Estadio de la Copa del Mundo, Colonia;Suiza;0;Ucrania;3;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (0 a 3).;Visita
Alemania, 2006;Octavos de Final, partido 7;27 de junio de 2006;Estadio de la Copa del Mundo, Dortmund;Brasil;3;Ghana;0;PT 0 a 0.;Local
Alemania, 2006;Octavos de Final, partido 8;27 de junio de 2006;Estadio de la Copa del Mundo, Hanover;Espa§a;1;Francia;3;PT 1 a 1.;Visita
Alemania, 2006;Cuartos de Final, partido 1;30 de junio de 2006;Olympiastadion, Berl°n;Alemania;5;Argentina;3;PT 0 a 0, ST 1 a 1, Suplementario 1 a 1. Penales (4 a 2).;Local
Alemania, 2006;Cuartos de Final, partido 2;30 de junio de 2006;Estadio de la Copa del Mundo, Hamburgo;Italia;3;Ucrania;0;PT 1 a 0.;Local
Alemania, 2006;Cuartos de Final, partido 3;1 de julio de 2006;Estadio de la Copa del Mundo, Gelsenkirchen;Inglaterra;1;Portugal;3;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (1 a 3).;Visita
Alemania, 2006;Cuartos de Final, partido 4;1 de julio de 2006;Estadio de la Copa del Mundo, Frankfurt;Brasil;0;Francia;1;PT 0 a 0.;Visita
Alemania, 2006;Semifinal 1;4 de julio de 2006;Estadio de la Copa del Mundo, Dortmund;Alemania;0;Italia;2;PT 0 a 0, ST, 0 a 0. Suplementario.;Visita
Alemania, 2006;Semifinal 2;5 de julio de 2006;Estadio de la Copa del Mundo, MÅnich;Portugal;0;Francia;1;PT 0 a 1.;Visita
Alemania, 2006;Tercer y Cuarto Puesto;8 de julio de 2006;Gottlieb Daimler Stadion, Stuttgart;Alemania;3;Portugal;1;PT 0 a 0.;Local
Alemania, 2006;Final;9 de julio de 2006;Olympiastadion, Berl°n;Italia;6;Francia;4;PT 1 a 1, ST 1 a 1. Suplementario 1 a 1. Penales (5 a 3).;Local
Sud†frica, 2010;Primera, Grupo A;11 de junio de 2010;Soccer City Stadium, Johannesburgo;Sud†frica;1;MÇxico;1;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo A;11 de junio de 2010;Green Point Stadium, Ciudad del Cabo;Uruguay;0;Francia;0;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo B;12 de junio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Corea del Sur;2;Grecia;0;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo B;12 de junio de 2010;Ellis Park, Johannesburgo;Argentina;1;Nigeria;0;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo C;12 de junio de 2010;Royal Bakofeng Stadium, Rustenburg;Inglaterra;1;Estados Unidos;1;PT 1 a 1.;Empate
Sud†frica, 2010;Primera, Grupo C;13 de junio de 2010;Peter Mokaba Stadium, Polokwane;Argelia;0;Eslovenia;1;PT 0 a 0.;Visita
Sud†frica, 2010;Primera, Grupo D;13 de junio de 2010;Loftus Verfeld Stadium, Pretoria;Serbia;0;Ghana;1;PT 0 a 0.;Visita
Sud†frica, 2010;Primera, Grupo D;13 de junio de 2010;Moses Mabhida Stadium, Durban;Alemania;4;Australia;0;PT 2 a 0.;Local
Sud†frica, 2010;Primera, Grupo E;14 de junio de 2010;Soccer City Stadium, Johannesburgo;Pa°ses Bajos;2;Dinamarca;0;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo E;14 de junio de 2010;Free State Stadium, Bloemfontein;Jap¢n;1;Camer£n;0;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo F;14 de junio de 2010;Green Point Stadium, Ciudad del Cabo;Italia;1;Paraguay;1;PT 0 a 1.;Empate
Sud†frica, 2010;Primera, Grupo F;15 de junio de 2010;Royal Bakofeng Stadium, Rustenburg;Nueva Zelandia;1;Eslovaquia;1;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo G;15 de junio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Costa de Marfil;0;Portugal;0;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo G;15 de junio de 2010;Ellis Park, Johannesburgo;Brasil;2;Corea del Norte;1;PT 0 a 0.;Local
Sud†frica, 2010;Primera, Grupo H;16 de junio de 2010;Mbombela Stadium, Nelspruit;Honduras;0;Chile;1;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo H;16 de junio de 2010;Moses Mabhida Stadium, Durban;Espa§a;0;Suiza;1;PT 0 a 0.;Visita
Sud†frica, 2010;Primera, Grupo A;16 de junio de 2010;Loftus Verfeld Stadium, Pretoria;Sud†frica;0;Uruguay;3;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo B;17 de junio de 2010;Soccer City Stadium, Johannesburgo;Argentina;4;Corea del Sur;1;PT 2 a 1.;Local
Sud†frica, 2010;Primera, Grupo B;17 de junio de 2010;Free State Stadium, Bloemfontein;Grecia;2;Nigeria;1;PT 1 a 1.;Local
Sud†frica, 2010;Primera, Grupo A;17 de junio de 2010;Peter Mokaba Stadium, Polokwane;Francia;0;MÇxico;2;PT 0 a 0.;Visita
Sud†frica, 2010;Primera, Grupo D;18 de junio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Alemania;0;Serbia;1;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo C;18 de junio de 2010;Ellis Park, Johannesburgo;Eslovenia;2;Estados Unidos;2;PT 2 a 0.;Empate
Sud†frica, 2010;Primera, Grupo C;18 de junio de 2010;Green Point Stadium, Ciudad del Cabo;Inglaterra;0;Argelia;0;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo E;19 de junio de 2010;Moses Mabhida Stadium, Durban;Pa°ses Bajos;1;Jap¢n;0;PT 0 a 0.;Local
Sud†frica, 2010;Primera, Grupo D;19 de junio de 2010;Royal Bakofeng Stadium, Rustenburg;Ghana;1;Australia;1;PT 1 a 1.;Empate
Sud†frica, 2010;Primera, Grupo E;19 de junio de 2010;Loftus Verfeld Stadium, Pretoria;Camer£n;1;Dinamarca;2;PT 1 a 1.;Visita
Sud†frica, 2010;Primera, Grupo F;20 de junio de 2010;Free State Stadium, Bloemfontein;Eslovaquia;0;Paraguay;2;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo F;20 de junio de 2010;Mbombela Stadium, Nelspruit;Italia;1;Nueva Zelandia;1;PT 1 a 1.;Empate
Sud†frica, 2010;Primera, Grupo G;20 de junio de 2010;Soccer City Stadium, Johannesburgo;Brasil;3;Costa de Marfil;1;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo G;21 de junio de 2010;Green Point Stadium, Ciudad del Cabo;Portugal;7;Corea del Norte;0;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo H;21 de junio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Chile;1;Suiza;0;PT 0 a 0.;Local
Sud†frica, 2010;Primera, Grupo H;21 de junio de 2010;Ellis Park, Johannesburgo;Espa§a;2;Honduras;0;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo A;22 de junio de 2010;Royal Bakofeng Stadium, Rustenburg;MÇxico;0;Uruguay;1;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo A;22 de junio de 2010;Free State Stadium, Bloemfontein;Francia;1;Sud†frica;2;PT 0 a 2.;Visita
Sud†frica, 2010;Primera, Grupo B;22 de junio de 2010;Moses Mabhida Stadium, Durban;Nigeria;2;Corea del Sur;2;PT 1 a 1.;Empate
Sud†frica, 2010;Primera, Grupo B;22 de junio de 2010;Peter Mokaba Stadium, Polokwane;Grecia;0;Argentina;2;PT 0 a 0.;Visita
Sud†frica, 2010;Primera, Grupo C;23 de junio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Eslovenia;0;Inglaterra;1;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo C;23 de junio de 2010;Loftus Verfeld Stadium, Pretoria;Estados Unidos;1;Argelia;0;PT 0 a 0.;Local
Sud†frica, 2010;Primera, Grupo D;23 de junio de 2010;Soccer City Stadium, Johannesburgo;Ghana;0;Alemania;1;PT 0 a 0.;Visita
Sud†frica, 2010;Primera, Grupo D;23 de junio de 2010;Mbombela Stadium, Nelspruit;Australia;2;Serbia;1;PT 0 a 0.;Local
Sud†frica, 2010;Primera, Grupo F;24 de junio de 2010;Ellis Park, Johannesburgo;Eslovaquia;3;Italia;2;PT 1 a 0.;Local
Sud†frica, 2010;Primera, Grupo F;24 de junio de 2010;Peter Mokaba Stadium, Polokwane;Paraguay;0;Nueva Zelandia;0;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo E;24 de junio de 2010;Royal Bakofeng Stadium, Rustenburg;Dinamarca;1;Jap¢n;3;PT 0 a 2.;Visita
Sud†frica, 2010;Primera, Grupo E;24 de junio de 2010;Green Point Stadium, Ciudad del Cabo;Camer£n;1;Pa°ses Bajos ;2;PT 0 a 1.;Visita
Sud†frica, 2010;Primera, Grupo G;25 de junio de 2010;Moses Mabhida Stadium, Durban;Portugal;0;Brasil;0;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo G;25 de junio de 2010;Mbombela Stadium, Nelspruit;Corea del Norte;0;Costa de Marfil;3;PT 0 a 2.;Visita
Sud†frica, 2010;Primera, Grupo H;25 de junio de 2010;Free State Stadium, Bloemfontein;Suiza;0;Honduras;0;PT 0 a 0.;Empate
Sud†frica, 2010;Primera, Grupo H;25 de junio de 2010;Loftus Verfeld Stadium, Pretoria;Chile;1;Espa§a;2;PT 0 a 2.;Visita
Sud†frica, 2010;Octavos de Final, partido 1;26 de junio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Uruguay;2;Corea del Sur;1;PT 1 a 0.;Local
Sud†frica, 2010;Octavos de Final, partido 2;26 de junio de 2010;Royal Bakofeng Stadium, Rustenburg;Estados Unidos;1;Ghana;2;PT 0 a 1. ST 1 a 1. Suplementario 1 a 2.;Visita
Sud†frica, 2010;Octavos de Final, partido 3;27 de junio de 2010;Free State Stadium, Bloemfontein;Alemania;4;Inglaterra;1;PT 2 a 1.;Local
Sud†frica, 2010;Octavos de Final, partido 4;27 de junio de 2010;Soccer City Stadium, Johannesburgo;Argentina;3;MÇxico;1;PT 2 a 0.;Local
Sud†frica, 2010;Octavos de Final, partido 5;28 de junio de 2010;Moses Mabhida Stadium, Durban;Pa°ses Bajos;2;Eslovaquia;1;PT 1 a 0.;Local
Sud†frica, 2010;Octavos de Final, partido 6;28 de junio de 2010;Ellis Park, Johannesburgo;Brasil;3;Chile;0;PT 2 a 0.;Local
Sud†frica, 2010;Octavos de Final, partido 7;29 de junio de 2010;Loftus Verfeld Stadium, Pretoria;Paraguay;5;Jap¢n;3;PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (5 a 3).;Local
Sud†frica, 2010;Octavos de Final, partido 8;29 de junio de 2010;Green Point Stadium, Ciudad del Cabo;Espa§a;1;Portugal;0;PT 0 a 0. ST 1 a 0.;Local
Sud†frica, 2010;Cuartos de Final, partido 1;2 de julio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Pa°ses Bajos;2;Brasil;1;PT 0 a 1.;Local
Sud†frica, 2010;Cuartos de Final, partido 2;2 de julio de 2010;Soccer City Stadium, Johannesburgo;Uruguay;5;Ghana;3;PT 0 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (4 a 2).;Local
Sud†frica, 2010;Cuartos de Final, partido 3;3 de julio de 2010;Green Point Stadium, Ciudad del Cabo;Argentina;0;Alemania;4;PT 0 a 1.;Visita
Sud†frica, 2010;Cuartos de Final, partido 4;3 de julio de 2010;Ellis Park, Johannesburgo;Paraguay;0;Espa§a;1;PT 0 a 0.;Visita
Sud†frica, 2010;Semifinal 1;6 de julio de 2010;Green Point Stadium, Ciudad del Cabo;Uruguay;2;Pa°ses Bajos ;3;PT 1 a 1.;Visita
Sud†frica, 2010;Semifinal 2;7 de julio de 2010;Moses Mabhida Stadium, Durban;Alemania;0;Espa§a;1;PT 0 a 0.;Visita
Sud†frica, 2010;Tercer y Cuarto Puesto;10 de julio de 2010;Nelson Mandela Bay Stadium, Port Elizabeth;Uruguay;2;Alemania;3;PT 1 a 1.;Visita
Sud†frica, 2010;Final;11 de julio de 2010;Soccer City Stadium, Johannesburgo;Pa°ses Bajos;0;Espa§a;1;PT 0 a 0. ST 0 a 0. Suplementario 0 a 1. ;Visita
Brasil, 2014;Primera, Grupo A;12 de junio de 2014;Arena / San Pablo;Brasil;3;Croacia;1;PT 1 a 1;Local
Brasil, 2014;Primera, Grupo A;13 de junio de 2014;Estadio das Dunas / Natal;MÇxico;1;Camer£n;0;PT 0 a 0;Local
Brasil, 2014;Primera, Grupo B;13 de junio de 2014;Arena Fonte Nova / Fortaleza;Espa§a;1;Pa°ses Bajos;5;PT 1 a 1;Visita
Brasil, 2014;Primera, Grupo B;13 de junio de 2014;Arena Pantanal / Cuiab†;Chile;3;Australia;1;PT 2 a 1;Local
Brasil, 2014;Primera, Grupo C;14 de junio de 2014;Mineirao / Belo Horizonte;Colombia;3;Grecia;0;PT 1 a 0;Local
Brasil, 2014;Primera, Grupo D;14 de junio de 2014;Castelao / Fortaleza;Uruguay;1;Costa Rica;3;PT 1 a 0;Visita
